hotel_id,hotel_name,country,city,star_rating,hotel_type,chain_affiliation,rooms,employees,year_opened,last_renovation,occupancy_rate,adr,revpar,annual_revenue,profit_margin,customer_satisfaction,online_rating,n_reviews
HTL_0643,Hotel_Frankfurt_643,DE,Frankfurt,3,Chain - International,Radisson,39,39,1969,2017.0,0.831,143.04,118.86,1692.0,0.029,7.2,3.6,233
HTL_0740,Hotel_The Hague_740,Holland,The Hague,3,Chain - National,Hilton,70,67,1976,2004.0,0.652,108.1,70.51,1801.5,-0.065,6.7,3.1,182
HTL_0613,Hotel_Venice_613,Italia,Venice,4,Business,,88,87,1991,2012.0,0.848,187.43,159.02,5107.6,0.114,7.4,4.3,349
HTL_0547,Hotel_Rotterdam_547,Holland,Rotterdam,4,Boutique,AccorHotels,14,16,1975,2005.0,0.861,212.31,182.73,933.7,0.034,7.2,3.6,59
HTL_0684,Hotel_Rotterdam_684,Netherlands,Rotterdam,three,Independent,,115,104,1987,2016.0,0.609,158.24,96.36,4044.9,0.254,6.7,3.3,571
HTL_0099,Hotel_Malaga_99,España,Malaga,4,Resort,Marriott,243,312,1931,2017.0,0.902,132.96,119.9,10634.4,0.253,8.5,4.4,1586
HTL_0574,Hotel_Berlin_574,germany,Berlin,2 star,Boutique,,10,7,1890,2006.0,0.643,143.1,92.09,336.1,0.203,6.9,3.5,45
HTL_0407,Hotel_Venice_407,ITALY,Venice,2,Independent,,178,103,2019,,0.505,117.48,59.37,3857.3,,,3.9,815
HTL_0503,Hotel_Santorini_503,Greece,Santorini,2,Chain - National,AccorHotels,211,127,1998,2013.0,0.852,107.97,91.95,7081.5,0.01,6.0,2.8,517
HTL_0048,Hotel_Hamburg_48,Deutschland,Hamburg,3,Chain - International,Radisson,35,35,2002,2017.0,0.98,202.67,198.62,2537.3,0.03,6.7,3.0,312
HTL_0033,Hotel_Bordeaux_33,france,Bordeaux,4,Chain - International,Marriott,90,107,2008,2011.0,0.949,269.02,255.41,8390.1,0.208,7.9,3.9,405
HTL_0201,Hotel_Barcelona_201,spain,Barcelona,3,Independent,,60,60,1994,2022.0,0.488,140.59,68.63,,0.046,7.7,3.8,265
HTL_0135,Hotel_Barcelona_135,ES,Barcelona,3 star,Chain - National,Radisson,117,113,2001,2023.0,0.913,165.27,150.83,6441.4,0.143,7.4,4.0,722
HTL_0028,Hotel_Salzburg_28,Austria,Salzburg,four,Independent,,126,155,1944,2009.0,0.781,217.71,169.98,7817.2,0.141,9.1,4.6,629
HTL_0739,Hotel_Munich_739,DE,Munich,3 star,Independent,Marriott,80,74,1994,2006.0,0.698,156.55,109.24,3189.9,0.183,6.9,3.3,239
HTL_0231,Hotel_Salzburg_231,Austria,Salzburg,5,Budget,,279,371,1984,2017.0,0.843,304.39,256.61,26131.8,0.071,9.6,4.9,660
HTL_0490,Hotel_Paris_490,FR,Paris,1,Chain - National,Local Chain,10,7,1997,2019.0,0.632,103.64,65.51,239.1,-0.053,5.7,3.0,18
HTL_0379,Hotel_Mykonos_379,GREECE,Mykonos,4,Boutique,,43,47,1876,2000.0,0.721,156.56,112.9,1772.0,0.166,7.2,3.7,291
HTL_0289,Hotel_Valencia_289,SPAIN,Valencia,3,Budget,,113,87,2015,,,158.86,58.17,2399.0,,8.9,4.5,339
HTL_0419,Hotel_Barcelona_419,ES,Barcelona,2,Business,,58,33,2018,,0.793,93.41,74.04,1567.4,0.053,6.9,3.4,312
HTL_0675,Hotel_Cologne_675,GERMANY,Cologne,3,Chain - International,NH Hotels,113,98,1999,2006.0,0.735,127.76,93.95,3874.8,0.184,5.2,2.4,676
HTL_0392,Hotel_Paris_392,FRANCE,Paris,5,Chain - International,Marriott,124,166,1962,2023.0,0.835,281.05,234.78,10626.0,0.04,9.9,4.2,277
HTL_0593,Hotel_Thessaloniki_593,GREECE,Thessaloniki,4,Chain - National,Marriott,98,101,2019,,0.796,179.93,143.16,5120.8,0.185,6.9,2.7,451
HTL_0499,Hotel_Bordeaux_499,FRANCE,Bordeaux,5,Business,,146,185,1976,2013.0,0.976,297.24,290.0,15453.8,0.323,6.3,2.7,864
HTL_0139,Hotel_Naples_139,ITALY,Naples,3*,Boutique,,25,24,1940,2001.0,0.98,153.7,150.63,1374.5,,,2.8,87
HTL_0063,Hotel_Florence_63,italy,Florence,3,Resort,,179,165,1992,2004.0,0.834,129.74,108.26,7073.0,0.067,6.4,3.1,1223
HTL_0472,Hotel_Bordeaux_472,France,Bordeaux,2,Chain - International,Local Chain,79,44,2003,2009.0,0.624,171.03,106.73,3077.6,0.168,6.6,3.5,164
HTL_0648,Hotel_Madrid_648,Spain,Madrid,3,Independent,,107,106,1979,2022.0,0.834,144.02,120.15,4692.5,0.13,8.0,4.0,559
HTL_0129,Hotel_Rotterdam_129,Holland,Rotterdam,4,Independent,,194,220,1968,2008.0,0.664,204.3,135.68,9607.5,0.023,7.4,3.9,675
HTL_D0240,Hotel_Lisbon_240,Portugal,Lisbon,3,Independent,NH Hotels,89,67,1964,2012.0,0.712,86.94,61.91,2011.2,0.042,8.6,3.6471838045390212,226
HTL_0521,Hotel_Bilbao_521,SPAIN,Bilbao,5,Chain - National,Best Western,145,198,2019,,0.972,199.4,193.85,10259.6,0.081,9.4,4.9,1061
HTL_0065,Hotel_Milan_65,Italia,Milan,1,Chain - National,Local Chain,22,9,1997,2005.0,0.567,71.08,40.28,323.4,0.127,4.2,2.2,117
HTL_0015,Hotel_Madeira_15,PT,Madeira,5,Chain - National,Radisson,83,105,1989,2009.0,0.832,135.09,112.42,3405.8,0.176,9.9,4.4,174
HTL_0157,Hotel_Valencia_157,Spain,Valencia,four,Independent,Hilton,120,136,1986,2001.0,0.641,189.14,121.16,,0.095,7.4,3.7,240
HTL_0041,Hotel_Vienna_41,AUSTRIA,Vienna,3,Chain - National,Local Chain,56,42,1986,2021.0,0.824,165.54,136.41,2788.1,,7.4,3.4,319
HTL_0493,Hotel_Hamburg_493,GERMANY,Hamburg,3 star,Budget,IHG,93,86,2018,,0.595,190.63,113.49,3852.4,0.152,8.7,4.4,363
HTL_0380,Hotel_Rome_380,IT,Rome,4,Boutique,,48,43,2007,,0.804,227.12,182.61,3199.4,0.125,7.0,3.2,140
HTL_0188,Hotel_Barcelona_188,spain,Barcelona,2,Business,,124,100,1963,,0.829,105.34,87.32,3952.0,0.264,7.8,3.9,481
HTL_0217,Hotel_Paris_217,FRANCE,Paris,2,Chain - International,Hyatt,56,33,1963,2003.0,0.753,160.71,121.01,2473.4,0.134,5.6,3.2,342
HTL_0053,Hotel_Mykonos_53,GREECE,Mykonos,3,Boutique,,13,11,1984,2003.0,0.754,109.66,82.71,392.4,0.192,6.7,3.5,54
HTL_0338,Hotel_Hamburg_338,germany,Hamburg,3,Chain - National,Best Western,67,38,1986,2019.0,0.621,169.18,104.98,2567.2,,8.0,3.7,173
HTL_0720,Hotel_Malaga_720,ES,Malaga,4,Independent,,93,99,2007,2009.0,0.833,154.74,128.93,4376.6,0.165,,4.0,584
HTL_0725,Hotel_Hamburg_725,Deutschland,Hamburg,4,Business,,60,57,2008,2020.0,0.665,140.19,93.22,2041.6,0.141,7.8,3.9,284
HTL_0296,Hotel_Amsterdam_296,Holland,Amsterdam,4,Chain - International,IHG,792,742,1998,2021.0,0.96,192.01,184.37,19986.6,0.122,8.2,4.0,426
HTL_0702,Hotel_Faro_702,PT,Faro,4 star,Boutique,AccorHotels,93,112,1924,2004.0,0.819,101.2,82.93,2815.1,0.105,7.8,3.9,222
HTL_0252,Hotel_Vienna_252,AT,Vienna,2,Boutique,,45,26,2007,2012.0,0.655,113.76,74.49,1223.5,0.136,6.5,3.5,245
HTL_0727,Hotel_Rome_727,IT,Rome,3,Business,,67,53,1899,2018.0,0.786,185.17,145.51,3558.5,0.031,6.8,3.3,294
HTL_0462,Hotel_Marseille_462,FR,Marseille,4,Business,,703,646,1986,,0.98,325.47,318.96,23749.800000000003,0.01,7.8,3.8,387
HTL_0456,Hotel_Berlin_456,Germany,Berlin,4,Independent,,106,120,1993,2005.0,0.659,268.67,177.05,6850.1,0.157,8.8,4.4,372
HTL_D0479,Hotel_Madrid_479,SPAIN,Madrid,5,Boutique,,56,75,1978,2017.0,0.829,198.14,164.33,3358.9,0.139,7.7,3.6,389
HTL_0270,Hotel_Marseille_270,FRANCE,Marseille,2 star,Independent,,76,49,1988,,0.737,85.4,62.94,,0.212,,2.7,212
HTL_0202,Hotel_Venice_202,ITALY,Venice,3,Boutique,,32,30,2004,2022.0,0.98,157.1,153.96,1798.3,0.041,7.5,3.7,158
HTL_0162,Hotel_Venice_162,Italia,Venice,2,Independent,,81,61,1963,2019.0,0.638,87.12,55.58,,0.148,6.3,3.6,157
HTL_0556,Hotel_Faro_556,Portugal,Faro,5,Chain - International,Best Western,88,120,1982,,0.98,171.21,167.79,5389.3,0.223,7.7,3.8,550
HTL_0730,Hotel_Marseille_730,FRANCE,Marseille,two,Chain - International,IHG,80,52,1990,2012.0,0.742,162.26,120.38,3515.1,0.086,5.5,2.4,581
HTL_0402,Hotel_Milan_402,ITALY,Milan,2*,Independent,NH Hotels,81,58,1928,2014.0,0.71,175.23,124.49,,,8.4,4.3,171
HTL_0703,Hotel_Bilbao_703,Spain,Bilbao,3,Chain - National,Local Chain,120,93,1974,2008.0,0.758,112.36,85.13,3728.5,0.159,8.0,3.2,628
HTL_0477,Hotel_Barcelona_477,Spain,Barcelona,4,Chain - International,Best Western,92,98,1965,2010.0,0.781,84.79,66.24,2224.5,0.161,8.1,4.2,437
HTL_0106,Hotel_Hamburg_106,Germany,Hamburg,4,Chain - National,Radisson,87,87,1903,,0.705,192.87,136.01,4319.1,-0.04,7.9,3.6,566
HTL_0566,Hotel_Milan_566,ITALY,Milan,4,Chain - National,AccorHotels,165,192,1981,2016.0,0.752,251.72,189.29,11400.2,0.16,,4.4,571
HTL_0390,Hotel_Athens_390,GR,Athens,4,Independent,,77,92,1997,,0.829,182.26,151.01,4244.2,0.106,8.5,3.6,636
HTL_0002,Hotel_Salzburg_2,AUSTRIA,Salzburg,1,Chain - International,Meliá,35,16,1987,2015.0,0.722,103.14,74.47,951.3,0.053,4.9,2.2,73
HTL_0772,Hotel_Porto_772,PORTUGAL,Porto,2,Chain - International,IHG,75,67,1973,2019.0,0.646,94.56,61.1,1672.7,0.081,5.6,2.8,263
HTL_0562,Hotel_Milan_562,IT,Milan,3,Boutique,,68,61,1970,2006.0,0.808,124.43,100.5,2494.5,0.088,6.6,3.0,476
HTL_0081,Hotel_Nice_81,france,Nice,3*,Boutique,,45,33,1911,2012.0,0.742,136.61,101.38,1665.1,0.249,6.9,3.3,107
HTL_0206,Hotel_Athens_206,GREECE,Athens,5,Independent,,113,125,2021,,0.819,254.94,208.74,8609.6,0.104,9.3,4.3,602
HTL_0035,Hotel_Faro_35,Portugal,Faro,2,Independent,,61,47,1971,2008.0,0.719,75.32,54.17,,,6.7,4.0,244
HTL_0509,Hotel_Bilbao_509,SPAIN,Bilbao,3,Independent,,103,88,2022,,0.639,126.86,81.12,3049.9,0.076,7.7,3.8,448
HTL_0428,Hotel_Berlin_428,GERMANY,Berlin,three,Boutique,,37,33,1999,2015.0,0.718,171.77,123.3,1665.2,0.136,6.4,3.4,261
HTL_0455,Hotel_Innsbruck_455,AT,Innsbruck,3,Chain - International,Hilton,76,76,1994,2002.0,0.83,217.84,180.89,5017.9,0.176,8.1,3.6,269
HTL_0367,Hotel_Bordeaux_367,France,Bordeaux,3,Chain - National,Marriott,58,43,2000,2001.0,0.732,156.91,114.85,2431.4,0.157,8.5,3.8,345
HTL_0092,Hotel_Bilbao_92,spain,Bilbao,4,Independent,,73,81,1977,2016.0,0.738,203.86,150.43,4008.3,0.081,7.6,3.9,141
HTL_0340,Hotel_Vienna_340,AT,Vienna,3,Independent,,116,108,1865,2002.0,0.685,154.01,105.56,4469.3,0.229,7.6,3.7,235
HTL_0565,Hotel_Florence_565,ITALY,Florence,5,Resort,,191,276,1973,2001.0,0.98,235.74,231.03,16106.0,0.225,9.1,4.3,1478
HTL_0346,Hotel_Lisbon_346,Portugal,Lisbon,4,Budget,,216,261,2000,2022.0,0.814,140.71,114.51,9028.4,0.019,8.4,3.7,1744
HTL_0242,Hotel_Frankfurt_242,Germany,Frankfurt,three,Independent,,104,-6,1984,2020.0,0.722,221.12,159.72,,0.17,7.1,3.0,326
HTL_0014,Hotel_Innsbruck_14,AUSTRIA,Innsbruck,4,Chain - International,Meliá,107,126,1985,2002.0,0.959,195.97,187.97,7341.4,0.103,9.8,4.4,263
HTL_0316,Hotel_Lyon_316,FR,Lyon,three,Chain - International,Marriott,132,125,1965,2013.0,0.712,165.58,117.94,5682.2,0.164,7.5,3.3,688
HTL_0601,Hotel_Malaga_601,SPAIN,Malaga,4,Chain - National,Hyatt,112,123,1976,2012.0,0.713,164.4,117.21,4791.6,0.155,7.5,3.4,608
HTL_0388,Hotel_Barcelona_388,SPAIN,Barcelona,2,Chain - International,Hilton,85,68,1976,2014.0,0.759,96.55,73.24,2272.3,0.092,7.5,3.6,529
HTL_0274,Hotel_Lisbon_274,PT,Lisbon,4,Chain - National,Local Chain,123,127,1999,2007.0,0.883,175.33,154.83,6951.1,0.17,8.8,3.9,494
HTL_0167,Hotel_Venice_167,italy,Venice,4,Chain - International,Hilton,110,117,1924,2019.0,0.889,148.67,132.15,5306.0,0.144,8.2,4.3,832
HTL_D0679,Hotel_Venice_679,IT,Venice,4*,Independent,Hilton,69,80,1893,2021.0,0.692,183.2,126.81,,0.196,8.0,4.5,248
HTL_0647,Hotel_Madeira_647,PT,Madeira,1,Chain - International,Best Western,70,34,1962,2014.0,0.689,53.58,36.93,943.6,0.112,,3.5,190
HTL_0485,Hotel_Innsbruck_485,Austria,Innsbruck,3,Budget,,121,97,1929,2015.0,0.475,171.22,81.29,3590.3,0.134,7.0,3.4,387
HTL_D0298,Hotel_The Hague_298,Netherlands,The Hague,3,Independent,NH Hotels,71,67,1977,2016.0,0.739,205.05,151.44,,0.055,6.7,2.6,273
HTL_0505,Hotel_Madrid_505,spain,Madrid,2*,Business,,77,59,1988,2016.0,0.721,103.29,74.5,2093.9,0.001,6.6,3.0,493
HTL_0244,Hotel_Santorini_244,Greece,Santorini,4,Chain - International,Meliá,127,154,1960,2016.0,0.668,155.96,104.25,4832.4,0.103,8.6,4.1,693
HTL_0567,Hotel_Lyon_567,FRANCE,Lyon,three,Budget,,91,76,1986,2011.0,0.628,223.59,140.38,4662.8,,7.9,4.0,448
HTL_0563,Hotel_Seville_563,Spain,Seville,4,Independent,,74,77,2000,2012.0,0.741,174.67,129.48,3497.2,0.109,8.6,4.3,199
HTL_0687,Hotel_Faro_687,PT,Faro,4 star,Chain - National,Radisson,113,124,1985,2013.0,0.72,180.54,130.02,5362.8,0.239,6.8,3.8,517
HTL_0190,Hotel_Frankfurt_190,germany,Frankfurt,3,Chain - National,AccorHotels,41,40,1972,2005.0,0.76,166.41,126.49,1892.9,0.044,8.2,3.0,185
HTL_0783,Hotel_Athens_783,GREECE,Athens,2,Independent,,81,63,1907,2020.0,0.577,84.83,48.91,1446.0,0.03,6.0,2.9,413
HTL_0700,Hotel_Innsbruck_700,Austria,Innsbruck,3,Chain - National,NH Hotels,68,50,1963,2001.0,0.735,121.69,89.45,2220.1,0.07,8.2,5.197079646884932,220
HTL_0476,Hotel_Malaga_476,SPAIN,Malaga,2,Boutique,,25,12,1923,2023.0,0.794,73.29,58.21,531.1,0.034,6.5,3.2,193
HTL_0682,Hotel_Porto_682,Portugal,Porto,4,Business,,110,126,1986,2015.0,0.779,160.18,124.83,5011.8,0.167,8.2,3.8,293
HTL_0511,Hotel_Frankfurt_511,germany,Frankfurt,3,Independent,,50,45,2004,2013.0,0.652,226.02,147.36,,0.131,8.5,4.1,219
HTL_0059,Hotel_Milan_59,Italia,Milan,5,Resort,,269,388,2014,,0.927,248.14,230.12,22594.7,0.164,9.1,4.1,1520
HTL_0475,Hotel_Nice_475,france,Nice,3,Chain - International,AccorHotels,71,61,2014,,0.892,208.33,185.89,4817.3,0.065,7.6,3.6,583
HTL_0561,Hotel_Lyon_561,france,Lyon,2,Chain - National,Hilton,46,26,2020,,0.927,106.88,99.12,1664.3,0.055,6.5,3.0,133
HTL_0748,Hotel_Frankfurt_748,DE,Frankfurt,4,Chain - International,NH Hotels,81,83,2001,2017.0,0.668,260.01,173.56,5131.4,0.255,8.3,3.7,298
HTL_0253,Hotel_Lyon_253,FR,Lyon,4,Independent,,79,98,1914,,0.812,280.56,227.95,,,8.4,3.7,588
HTL_0022,Hotel_Barcelona_22,spain,Barcelona,5,Independent,,105,118,1983,2012.0,0.98,295.94,290.02,,0.21,9.1,4.0,954
HTL_0314,Hotel_Naples_314,Italia,Naples,3,Chain - International,AccorHotels,54,-6,1993,2014.0,0.808,187.08,151.23,2980.8,0.127,5.8,2.9,394
HTL_0460,Hotel_Santorini_460,GREECE,Santorini,3,Chain - National,Local Chain,119,111,1996,2021.0,0.84,130.09,109.25,4745.4,0.21,,3.3,535
HTL_0161,Hotel_Munich_161,GERMANY,Munich,4,Chain - International,AccorHotels,104,107,1990,2003.0,0.933,334.96,312.53,11863.7,0.079,7.2,3.2,430
HTL_0277,Hotel_Mykonos_277,GR,Mykonos,2,Boutique,,40,21,1899,2015.0,0.699,95.09,66.43,969.9,0.05,5.7,2.5,124
HTL_0192,Hotel_Madrid_192,Spain,Madrid,2,Chain - National,Hyatt,45,32,2022,,0.724,116.95,84.7,1391.2,0.125,8.8,3.6,202
HTL_0386,Hotel_Malaga_386,Spain,Malaga,5,Chain - National,Meliá,136,183,2005,2005.0,0.742,223.26,165.65,8223.1,0.169,10.0,4.7,825
HTL_0414,Hotel_Naples_414,ITALY,Naples,4,Independent,Marriott,50,53,2017,,0.694,232.4,161.31,2944.0,0.222,8.5,3.6,151
HTL_0492,Hotel_Munich_492,Deutschland,Munich,4,Resort,NH Hotels,336,341,1983,2017.0,0.98,276.87,271.33,33276.1,0.082,7.9,3.6,1311
HTL_0344,Hotel_Hamburg_344,germany,Hamburg,3,Independent,,110,100,2011,,0.783,156.66,122.73,4927.5,0.109,6.4,2.8,432
HTL_0770,Hotel_Bordeaux_770,FR,Bordeaux,4*,Chain - National,Best Western,201,247,1989,2020.0,0.799,293.31,234.48,17202.6,0.086,,3.3,1250
HTL_0309,Hotel_Venice_309,ITALY,Venice,4,Chain - National,Local Chain,98,114,1963,2017.0,0.895,227.19,203.41,7275.9,0.113,7.9,3.7,526
HTL_0662,Hotel_Bilbao_662,ES,Bilbao,5,Chain - National,Meliá,111,141,2043,,0.877,265.54,232.85,9433.8,0.094,9.8,4.6,927
HTL_0131,Hotel_Lisbon_131,PORTUGAL,Lisbon,3,Independent,Marriott,96,101,1969,2008.0,0.766,96.43,73.87,2588.3,0.225,8.7,4.0,256
HTL_0664,Hotel_Frankfurt_664,GERMANY,Frankfurt,1,Chain - International,Hilton,61,27,1977,2022.0,0.646,76.3,49.31,1097.9,0.122,,3.1,286
HTL_0100,Hotel_Vienna_100,AT,Vienna,3,Chain - National,Best Western,58,58,1970,2022.0,0.638,126.46,80.63,1706.8,-0.004,6.1,3.4,263
HTL_0373,Hotel_Paris_373,FR,Paris,2,Business,,20,11,1968,2019.0,0.831,159.15,132.2,965.1,,,2.5,55
HTL_0088,Hotel_Santorini_88,Greece,Santorini,5 star,Independent,,97,120,2003,2017.0,0.818,242.05,198.09,7013.3,0.159,8.8,4.3,696
HTL_0459,Hotel_Munich_459,GERMANY,Munich,4,Business,,73,89,2013,,0.751,227.12,170.51,4543.4,0.083,9.3,4.5,502
HTL_0331,Hotel_Madeira_331,PT,Madeira,3,Boutique,,46,39,1970,2022.0,0.866,126.67,109.75,1842.8,0.101,4.5,2.3,322
HTL_0215,Hotel_Thessaloniki_215,GREECE,Thessaloniki,4,Chain - National,IHG,101,93,2018,,0.648,189.96,123.18,4541.0,0.159,10.0,4.8,318
HTL_0467,Hotel_Paris_467,FRANCE,Paris,2,Business,,166,115,1960,2023.0,0.666,157.26,104.73,6345.6,0.274,,3.9,446
HTL_0122,Hotel_Athens_122,Greece,Athens,2,Budget,,265,178,1972,2008.0,0.521,124.32,64.82,6269.6,0.094,5.7,2.6,1339
HTL_0615,Hotel_Thessaloniki_615,Greece,Thessaloniki,3,Budget,,182,144,1985,2000.0,0.509,144.3,73.49,4881.7,0.179,7.6,3.0,793
HTL_0021,Hotel_Paris_21,France,Paris,3,Chain - National,Meliá,83,75,1981,2022.0,0.684,181.25,124.05,3758.1,0.163,7.8,4.1,240
HTL_0701,Hotel_Bordeaux_701,FRANCE,Bordeaux,3,Boutique,,26,21,1990,2016.0,0.816,,176.14,1671.6,0.086,6.7,2.9,121
HTL_0072,Hotel_Lyon_72,FR,Lyon,2 star,Chain - National,Meliá,92,45,1960,2007.0,0.902,193.12,174.25,5851.3,0.056,6.0,3.5,474
HTL_0107,Hotel_Nice_107,France,Nice,4,Chain - National,Marriott,116,114,1985,2013.0,0.896,303.48,271.86,11510.7,0.052,8.1,3.9,1023
HTL_0271,Hotel_Lyon_271,france,Lyon,3,Independent,,101,103,1986,2010.0,0.74,161.19,119.31,4398.3,-0.114,7.8,3.5,328
HTL_0436,Hotel_Lyon_436,france,Lyon,3,Resort,,310,335,2018,,0.976,252.7,246.73,27917.8,0.133,6.8,3.0,795
HTL_0103,Hotel_Lyon_103,France,Lyon,1,Chain - International,Radisson,37,14,1966,2002.0,0.702,100.27,70.43,951.2,0.136,5.7,2.6,137
